gender, female
age, TESTING
language, other
yrs_spoken, rew
bilingual, no
bifluent, 2
nationality, other
politics, KDPI
nativeparents, no
bornhere, yes
livein, other
yrs_in_country, rew
ethnicity, turk
religion, islam
occupation, rew
econ_status, 3
education, graduate
46,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606\&#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,0,0,0,1
37,&#1578&#1605&#1575&#1740&#1604 &#1711&#1585&#1587&#1606&#1711&#1740 &#1575&#1587&#1578,0,0,0,1
76,&#1576&#1585&#1607&#1607  &#1586&#1605&#1575&#1606&#1740 &#1588&#1740 &#1575&#1740 &#1583&#1585 &#1581&#1585&#1705&#1578 &#1575&#1587&#1578,0,0,0,1
31,,0,1,0,0
12,&#1576&#1585&#1607&#1607 &#1586&#1605&#1575&#1606&#1740 &#1606&#1575&#1581&#1740&#1607 &#1575&#1740 &#1583&#1585 &#1601&#1590&#1575&#1587&#1578,0,1,0,0
23,&#1606&#1705&#1578&#1607 &#1581&#1575&#1574&#1586 &#1575&#1607&#1605&#1740&#1578 &#1605&#1585&#1705&#1586&#1740&#1578 &#1605&#1705&#1575&#1606&#1740 &#1575&#1587&#1578.,0,0,1,0
52,&#1582&#1608&#1576&#1740 &#1608 &#1576&#1583&#1740 &#1662&#1575&#1705&#1740&#1586&#1711&#1740 &#1575&#1587&#1578,0,1,0,0
66,&#1606&#1705&#1578&#1607 &#1581&#1575&#1574&#1586 &#1575&#1607&#1605&#1740&#1578 &#1605&#1585&#1705&#1586&#1740&#1578 &#1605&#1705&#1575&#1606&#1740 &#1575&#1587&#1578.,0,1,0,0
6,&#1601&#1593&#1575&#1604&#1740&#1578 &#1582&#1608&#1575&#1576 &#1740&#1575 &#1576&#1740&#1583&#1575&#1585&#1740 &#1575&#1587&#1578,1,0,0,0
68,&#1606&#1705&#1578&#1607 &#1581&#1575&#1574&#1586 &#1575&#1607&#1605&#1740&#1578 &#1575&#1606&#1583&#1575&#1586&#1607 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578.,1,0,0,0
14,&#1705&#1605&#1740&#1578 &#1575&#1606&#1583&#1575&#1586&#1607 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,1,0,0,0
74,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606\ &#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1583&#1740&#1583&#1606 &#1670&#1740&#1586&#1740 &#1575&#1587&#1578 ,0,0,0,1
49,&#1601&#1593&#1575&#1604&#1740&#1578 &#1582&#1608&#1575&#1576 &#1740&#1575 &#1576&#1740&#1583&#1575&#1585&#1740 &#1575&#1587&#1578,0,0,0,1
48,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606 &#1605&#1608&#1590&#1593&#1711&#1740&#1585&#1740 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,0,0,1
0,&#1582&#1608&#1576&#1740 &#1608 &#1576&#1583&#1740 &#1576&#1608 &#1575&#1587&#1578,0,1,0,0
54,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606\ &#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,1,0,0,0
40,
&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1583&#1585&#1582&#1588&#1606&#1583&#1711&#1740 &#1575&#1587&#1578,1,0,0,0
99,trick question,0,0,1,0
78,&#1606&#1705&#1578&#1607 &#1581&#1575&#1574&#1586 &#1575&#1607&#1605&#1740&#1578 &#1575&#1606&#1583&#1575&#1586&#1607 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578.,0,1,0,0
77,&#1576&#1585&#1607&#1607 &#1586&#1605&#1575&#1606&#1740 &#1606&#1575&#1581&#1740&#1607 &#1575&#1740 &#1583&#1585 &#1601&#1590&#1575&#1587&#1578,0,1,0,0
72,&#1582&#1608&#1576&#1740 &#1608 &#1576&#1583&#1740 &#1662&#1575&#1705&#1740&#1586&#1711&#1740 &#1575&#1587&#1578,1,0,0,0
10,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1605&#1602&#1589&#1583 &#1575&#1587&#1578,1,0,0,0
1,&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1575&#1585&#1578&#1601&#1575&#1593 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,0,1,0
55,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1605&#1602&#1589&#1583 &#1575&#1587&#1578,0,0,1,0
53,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606 &#1605&#1608&#1590&#1593&#1711&#1740&#1585&#1740 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,1,0,0,0
27,&#1578&#1605&#1575&#1740&#1604 &#1570&#1606 &#1586&#1606 &#1576&#1607 &#1578&#1705&#1585&#1608&#1740 &#1576&#1575 &#1575&#1740&#1606 &#1593&#1576&#1575&#1585&#1575&#1578 &#1578&#1608&#1589&#1740&#1601 &#1588&#1583&#1607 &#1575&#1587&#1578,0,0,1,0
34,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606&#1548 &#1583&#1575&#1606&#1587&#1578&#1606 &#1576&#1589&#1740&#1585&#1578 &#1608 &#1576&#1740&#1606&#1575&#1740&#1740 &#1575&#1587&#1578 ,0,0,1,0
67,&#1606&#1705&#1578&#1607 &#1581&#1575&#1574&#1586 &#1575&#1607&#1605&#1740&#1578 &#1605&#1585&#1705&#1586&#1740&#1578 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578.,0,0,0,1
61,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606\ &#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,0,1,0,0
2,&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1583&#1585&#1582&#1588&#1606&#1583&#1711&#1740 &#1575&#1587&#1578,0,0,1,0
71,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1588&#1740 &#1605&#1608&#1585&#1583 &#1606&#1592&#1585 &#1575&#1587&#1578,0,1,0,0
47,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606\ &#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,1,0,0,0
5,&#1576&#1585&#1607&#1607  &#1586&#1605&#1575&#1606&#1740 &#1588&#1740 &#1575&#1740 &#1583&#1585 &#1581&#1585&#1705&#1578 &#1575&#1587&#1578,0,1,0,0
4,&#1662&#1587 &#1575&#1586 &#1662&#1740&#1585&#1608&#1586 &#1588&#1583&#1606 &#1576&#1585 &#1605&#1608&#1575&#1606&#1593 &#1576&#1587&#1740&#1575&#1585&#1548 &#1586&#1606 &#1711&#1601&#1578: &#1576&#1575&#1604&#1575&#1582&#1585&#1607 &#1583&#1608&#1585&#1607 &#1586&#1606&#1583&#1607 &#1576&#1608&#1583&#1606\ &#1605&#1585&#1711&#1605 &#1585&#1575 &#1662&#1588&#1578 &#1587&#1585 &#1711&#1584&#1575&#1588&#1578&#1605,0,1,0,0
25,&#1705&#1605&#1740&#1578 &#1575&#1585&#1578&#1601&#1575&#1593 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,1,0,0
16,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1605&#1602&#1589&#1583 &#1575&#1587&#1578,0,1,0,0
43,&#1705&#1605&#1740&#1578 &#1575&#1606&#1583&#1575&#1586&#1607 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,1,0,0,0
35,&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1583&#1585&#1582&#1588&#1606&#1583&#1711&#1740 &#1575&#1587&#1578,0,0,0,1
75,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606\&#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,0,0,0,1
60,&#1578&#1605&#1575&#1740&#1604 &#1711&#1585&#1587&#1606&#1711&#1740 &#1575&#1587&#1578,1,0,0,0
9,&#1576&#1585&#1607&#1607 &#1586&#1605&#1575&#1606&#1740 &#1606&#1575&#1581&#1740&#1607 &#1575&#1740 &#1583&#1585 &#1601&#1590&#1575&#1587&#1578,1,0,0,0
69,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606\&#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,0,0,0,1
20,&#1582&#1608&#1576&#1740 &#1608 &#1576&#1583&#1740 &#1576&#1608 &#1575&#1587&#1578,0,1,0,0
19,&#1583&#1585 &#1580&#1605&#1604&#1607 &#1601&#1608&#1602&#1548 &#1705&#1740&#1601&#1740&#1578 &#1575&#1580&#1585&#1575&#1740 &#1606&#1608&#1575&#1586&#1606&#1583&#1607 &#1591&#1576&#1604 &#1576&#1575 &#1575&#1740&#1606 &#1593&#1576&#1575&#1585&#1575&#1578 &#1578&#1608&#1589&#1740&#1601 &#1588&#1583&#1607 &#1575&#1587&#1578.,0,0,0,1
42,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1605&#1602&#1589&#1583 &#1575&#1587&#1578,0,1,0,0
38,&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1575&#1585&#1578&#1601&#1575&#1593 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,1,0,0,0
64,&#1582&#1608&#1576&#1740 &#1608 &#1576&#1583&#1740 &#1662&#1575&#1705&#1740&#1586&#1711&#1740 &#1575&#1587&#1578,1,0,0,0
50,&#1578&#1605&#1575&#1740&#1604 &#1711&#1585&#1587&#1606&#1711&#1740 &#1575&#1587&#1578,0,1,0,0
13,&#1705&#1605&#1740&#1578 &#1575&#1585&#1578&#1601&#1575&#1593 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,1,0,0
41,&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1575&#1585&#1578&#1601&#1575&#1593 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,0,1,0
39,&#1601&#1593&#1575&#1604&#1740&#1578  &#1586&#1606&#1583&#1607 &#1576&#1608&#1583&#1606 \ &#1605&#1585&#1583&#1606 &#1575&#1587&#1578,0,1,0,0
18,&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1583&#1585&#1582&#1588&#1606&#1583&#1711&#1740 &#1575&#1587&#1578,0,0,1,0
99,trick question,0,0,1,0
17,&#1582&#1608&#1588&#1576&#1582&#1578&#1740 &#1575&#1585&#1578&#1601&#1575&#1593 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,0,0,1
11,&#1576&#1585&#1607&#1607  &#1586&#1605&#1575&#1606&#1740 &#1588&#1740 &#1575&#1740 &#1583&#1585 &#1581&#1585&#1705&#1578 &#1575&#1587&#1578,0,0,0,1
36,&#1578&#1605&#1575&#1740&#1604 &#1740&#1705 &#1606&#1740&#1585&#1608&#1740 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,0,0,1,0
29,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606\&#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1606&#1711&#1607&#1583&#1575&#1588&#1578&#1606 &#1740&#1705 &#1588&#1740 &#1575&#1587&#1578 ,1,0,0,0
56,&#1583&#1587&#1578&#1740&#1575&#1576&#1740 &#1576&#1607 &#1607&#1583&#1601&#1548 &#1585&#1587&#1740&#1583&#1606 &#1576&#1607 &#1588&#1740 &#1605&#1608&#1585&#1583 &#1606&#1592&#1585 &#1575&#1587&#1578,0,0,1,0
45,&#1583&#1585&#1705 &#1705&#1585&#1583&#1606\ &#1583&#1575&#1606&#1587&#1578&#1606&#1548 &#1583&#1740&#1583&#1606 &#1670&#1740&#1586&#1740 &#1575&#1587&#1578 ,1,0,0,0
26,&#1601&#1593&#1575&#1604&#1740&#1578 &#1582&#1608&#1575&#1576 &#1740&#1575 &#1576&#1740&#1583&#1575&#1585&#1740 &#1575&#1587&#1578,0,0,1,0
21,&#1705&#1606&#1578&#1585&#1604 &#1583&#1575&#1588&#1578&#1606 &#1605&#1608&#1590&#1593&#1711&#1740&#1585&#1740 &#1593&#1605&#1608&#1583&#1740 &#1575&#1587&#1578,0,0,1,0
59,&#1578&#1605&#1575&#1740&#1604 &#1740&#1705 &#1606&#1740&#1585&#1608&#1740 &#1608&#1575&#1602&#1593&#1740 &#1575&#1587&#1578,0,0,1,0
